training_percent, mean, standard_deviation, saved_time, total_time, technique, evaluations 
0.1,3450630000.0,1913910330.7,1072911.9,1124212.0,8,random_where
0.2,3021658500.0,1474911262.92,1076799.35,1124212.0,8,random_where
0.3,700601000.0,865175150.885,1032509.65,1124212.0,15,random_where
0.4,435372500.0,668924158.219,1021178.7,1124212.0,16,random_where
0.5,745145500.0,753259527.742,1025847.1,1124212.0,16,random_where
0.6,268555000.0,408624543.518,1022346.3,1124212.0,16,random_where
0.7,302335000.0,407909286.552,1026723.45,1124212.0,16,random_where
0.8,208530500.0,319443960.617,1024529.4,1124212.0,16,random_where
0.9,86255500.0,102601878.271,1026314.2,1124212.0,16,random_where
0.1,1279980500.0,1509784506.85,1021640.7,1124212.0,16,east_west_where
0.2,670432000.0,990073118.555,1018624.1,1124212.0,16,east_west_where
0.3,217144500.0,107399986.521,933695.75,1124212.0,30,east_west_where
0.4,143120500.0,74001990.884,918455.4,1124212.0,32,east_west_where
0.5,123539000.0,52653776.208,910844.85,1124212.0,32,east_west_where
0.6,95730500.0,50990583.295,908492.85,1124212.0,32,east_west_where
0.7,79950000.0,34603612.528,901640.6,1124212.0,32,east_west_where
0.8,54457000.0,31553063.576,901660.45,1124212.0,32,east_west_where
0.9,22463000.0,10945193.054,902458.2,1124212.0,32,east_west_where
0.1,3436214000.0,1070875247.54,1087086.35,1124212.0,16,exemplar_where
0.2,3214869500.0,579369152.652,1093556.05,1124212.0,16,exemplar_where
0.3,1569427000.0,1064697188.46,1056492.85,1124212.0,30,exemplar_where
0.4,1540138500.0,860310977.201,1054802.85,1124212.0,32,exemplar_where
0.5,1532324000.0,510822247.376,1059984.25,1124212.0,32,exemplar_where
0.6,1133427000.0,569940593.256,1059390.4,1124212.0,32,exemplar_where
0.7,1025867000.0,268434557.948,1064284.8,1124212.0,32,exemplar_where
0.8,561528500.0,158280431.459,1064318.15,1124212.0,32,exemplar_where
0.9,320839000.0,109671487.949,1065002.6,1124212.0,32,exemplar_where
0.1,1279125000.0,1625658915.37,1007273.4,1124212.0,18,base_line
0.2,315253500.0,682494160.929,903227.9,1124212.0,36,base_line
0.3,116149000.0,42720955.151,773215.85,1124212.0,55,base_line
0.4,91135500.0,8751588.699,675774.0,1124212.0,72,base_line
0.5,71117500.0,5938099.759,554574.95,1124212.0,90,base_line
0.6,55547000.0,5213301.353,454449.45,1124212.0,108,base_line
0.7,43453000.0,6322935.315,330115.35,1124212.0,126,base_line
0.8,25973500.0,4972517.748,218958.9,1124212.0,145,base_line
0.9,10927000.0,3445217.119,103982.95,1124212.0,163,base_line
